Title,Release Year,Duration,Director,Main Cast,Genres,Streaming Availability
3 Women,1977,124 min.,Robert Altman,"Sissy Spacek, Shelley Duvall, Janice Rule","Drama, Feminist Film, New Hollywood",
The Lives of Others,2006,137 min.,Florian Henckel von Donnersmarck,"Martina Gedeck, Ulrich Mühe, Sebastian Koch","Drama, Foreign Language Film, Period Film",
The Young Girls of Rochefort,1967,128 min.,Jacques Demy,"Catherine Deneuve, Françoise Dorléac, George Chakiris","Comedy, Foreign Language Film, French New Wave",
Possession,1981,123 min.,Andrzej Zulawski,"Isabelle Adjani, Sam Neill, Margit Carstensen","Avant-garde / Experimental, Drama, Horror",
Three Days of the Condor,1975,117 min.,Sydney Pollack,"Robert Redford, Faye Dunaway, Max von Sydow","New Hollywood, Paranoid Thriller, Political Thriller",
The Decalogue,1989,550 min.,Krzysztof Kieslowski,"Artur Barcis, Olgierd Lukaszewicz, Olaf Lubaszenko","Anthology Film, Drama, Ensemble Film",
Eraserhead,1977,89 min.,David Lynch,"Jack Nance, Jeanne Bates, Judith Anna Roberts","Avant-garde / Experimental, Body Horror, Dystopian Film",
Picnic at Hanging Rock,1975,115 min.,Peter Weir,"Jenny Lovell, Peter Collingwood, Margaret Nelson","Australian New Wave, Based-on-20th-Century-Literature, Coming-of-Age",
Kwaidan,1964,183 min.,Masaki Kobayashi,"Rentaro Mikuni, Michiyo Aratama, Keiko Kishi","Anthology Film, Based-on-20th-Century-Literature, Costume Horror",
Gangs of New York,2002,167 min.,Martin Scorsese,"Leonardo DiCaprio, Daniel Day-Lewis, Jim Broadbent","Based-on-20th-Century-Literature, Crime Drama, Crime",
Brick,2005,110 min.,Rian Johnson,"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas","Crime Drama, Crime, Detective Film",
The Killer,1989,111 min.,John Woo,"Chow Yun-Fat, Danny Lee, Sally Yeh","Action Thriller, Action, Buddy Film",
Caddyshack,1980,98 min.,Harold Ramis,"Chevy Chase, Rodney Dangerfield, Bill Murray","Comedy, Gross-Out Comedy, Slapstick",
Spotlight,2015,128 min.,Tom McCarthy,"Michael Keaton, Mark Ruffalo, Rachel McAdams","Based-on-a-True-Story, Docudrama, Drama",
Ball of Fire,1941,111 min.,Howard Hawks,"Barbara Stanwyck, Gary Cooper, S.Z. Sakall","Comedy of Manners, Comedy, Crime Comedy",
Little Miss Sunshine,2006,101 min.,"Jonathan Dayton, Valerie Faris","Greg Kinnear, Toni Collette, Steve Carell","Comedy Drama, Comedy, Domestic Comedy",
Slumdog Millionaire,2008,120 min.,"Danny Boyle, Loveleen Tandan","Dev Patel, Freida Pinto, Madhur Mittal","Based-on-21st-Century-Literature, Drama, Female-Directed Film",
Raise the Red Lantern,1991,125 min.,Yimou Zhang,"Gong Li, Ding Weimin, Chu Xiao","Based-on-20th-Century-Literature, Drama, Feminist Film",
The Martian,2015,130 min.,Ridley Scott,"Matt Damon, Chiwetel Ejiofor, Jeff Daniels","Adventure Drama, Adventure, Based-on-21st-Century-Literature",
The Double Life of Veronique,1991,98 min.,Krzysztof Kieslowski,"Wladyslaw Kowalski, Irène Jacob, Halina Gryglaszewska","Drama, Foreign Language Film, Psychological Drama",
Hoop Dreams,1994,170 min.,Steve James,"Spike Lee, Sheila Agee, Gene Pingatore","Biography, Culture and Society, Documentary",
Wayne's World,1992,94 min.,Penelope Spheeris,"Mike Myers, Dana Carvey, Rob Lowe","Absurd Comedy, Based-on-Television, Buddy Film",
Ivan's Childhood,1962,95 min.,Andrei Tarkovsky,"Nikolay Burlyaev, Valentin Zubkov, Yevgeni Zharikov","Based-on-20th-Century-Literature, Childhood Drama, Drama",
1917,2019,118 min.,Sam Mendes,"Dean-Charles Chapman, George MacKay, Mark Strong","Drama, Epic, Historical Epic",
Lifeboat,1944,96 min.,Alfred Hitchcock,"Tallulah Bankhead, William Bendix, Walter Slezak","Adventure, Drama, Ensemble Film",
Cast Away,2000,143 min.,Robert Zemeckis,"Tom Hanks, Helen Hunt, Viveka Davis","Adventure Drama, Adventure, Drama",
The Jerk,1979,94 min.,Carl Reiner,"Steve Martin, Bernadette Peters, Catlin Adams","Absurd Comedy, Comedy",
"What's Up, Doc?",1972,94 min.,Peter Bogdanovich,"Barbra Streisand, Ryan O'Neal, Kenneth Mars","Comedy of Errors, Comedy, New Hollywood",
A Christmas Story,1983,93 min.,Bob Clark,"Melinda Dillon, Darren McGavin, Peter Billingsley","Americana, Comedy Drama, Domestic Comedy",
Magnolia,1999,188 min.,Paul Thomas Anderson,"Philip Seymour Hoffman, John C. Reilly, Tom Cruise","Drama, Ensemble Film, Hyperlink Film",
Halloween,1978,91 min.,John Carpenter,"Donald Pleasence, Jamie Lee Curtis, Nancy Kyes","Horror, Slasher Film, Teen Movie",
The Man Who Knew Too Much,1956,120 min.,Alfred Hitchcock,"James Stewart, Brenda de Banzie, Bernard Miles","Political Thriller, Psychological Thriller, Thriller",
The Killers,1946,103 min.,Robert Siodmak,"Ava Gardner, Albert Dekker, Jeff Corey","Based-on-20th-Century-Literature, Crime, Detective Film",
L'atalante,1934,89 min.,Jean Vigo,"Michel Simon, Dita Parlo, Jean Dasté","Adventure Drama, Drama, Foreign Language Film",
The Quiet Man,1952,129 min.,John Ford,"John Wayne, Victor McLaglen, Barry Fitzgerald","Comedy Drama, Drama, Romance",
Bullitt,1968,114 min.,Peter Yates,"Steve McQueen, Robert Vaughn, Jacqueline Bisset","Action Thriller, Chase Movie, Crime Thriller",
Howl's Moving Castle,2004,119 min.,Hayao Miyazaki,"Chieko Baisho, Takuya Kimura, Akihiro Miwa","Adventure, Animation, Anime",
"Planes, Trains & Automobiles",1987,93 min.,John Hughes,"Steve Martin, John Candy, Laila Robins","Comedy of Errors, Comedy, Holiday Film",
Once,2006,85 min.,John Carney,"Markéta Irglová, Glen Hansard, Hugh Walsh","Drama, Musical, Musical Drama",
Re-Animator,1985,95 min.,Stuart Gordon,"Jeffrey Combs, Bruce Abbott, Barbara Crampton","Based-on-20th-Century-Literature, Black Comedy, Body Horror",
Duel,1971,74 min.,Steven Spielberg,"Dennis Weaver, Eddie Firestone, Gene Dynarski","Action Thriller, Action, Based-on-20th-Century-Literature",
Le trou,1960,132 min.,Jacques Becker,"Michel Constantin, Philippe Leroy, Jean Keraudy","Crime Drama, Crime, Drama",
Escape from New York,1981,99 min.,John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine","Action Thriller, Action, Dystopian Film",
Sleuth,1972,138 min.,Joseph L. Mankiewicz,"Laurence Olivier, Michael Caine","Based-on-Theatre, Mystery, Psychological Thriller",
House,1977,88 min.,Nobuhiko Ôbayashi,"Kimiko Ikegami, Kumiko Ohba, Yôko Minamida","Avant-garde / Experimental, Comedy, Fantasy Comedy",
Seconds,1966,107 min.,John Frankenheimer,"Rock Hudson, John Randolph, Will Geer","Based-on-20th-Century-Literature, Drama, Mindbender",
Cape Fear,1962,105 min.,J. Lee Thompson,"Gregory Peck, Robert Mitchum, Polly Bergen","Based-on-20th-Century-Literature, Crime, Drama",
The Royal Tenenbaums,2001,110 min.,Wes Anderson,"Ben Stiller, Gwyneth Paltrow, Luke Wilson","Comedy Drama, Comedy of Manners, Drama",
Scenes from a Marriage,1973,169 min.,Ingmar Bergman,"Bibi Andersson, Liv Ullmann, Erland Josephson","Drama, Foreign Language Film, Made-for-Television",
Battleship Potemkin,1925,75 min.,Sergei M. Eisenstein,"Aleksandr Antonov, Vladimir Barsky, Grigori Aleksandrov","Drama, Foreign Language Film, Silent Film",
Warrior,2011,141 min.,Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton","Action, Drama, Family Drama",
A Few Good Men,1992,138 min.,Rob Reiner,"Tom Cruise, Jack Nicholson, Demi Moore","Based-on-Theatre, Courtroom Drama, Crime Drama",
"Kiss Kiss, Bang Bang",2005,103 min.,Shane Black,"Robert Downey Jr., Val Kilmer, Michelle Monaghan","Comedy, Crime Comedy, Crime",
You Can't Take It With You,1938,126 min.,Frank Capra,"Edward Arnold, Mischa Auer, James Stewart","Based-on-Theatre, Comedy, Romance",
Only Angels Have Wings,1939,121 min.,Howard Hawks,"Cary Grant, Jean Arthur, Richard Barthelmess","Adventure, Buddy Film, Romance",
The Wicker Man,1973,100 min.,Robin Hardy,"Edward Woodward, Christopher Lee, Diane Cilento","Based-on-20th-Century-Literature, Folk Horror, Horror",
I Saw the Devil,2010,144 min.,Jee-woon Kim,"Byung-hun Lee, Min-sik Choi, Gook-hwan Jeon","Crime Thriller, Crime, Foreign Language Film",
Forbidden Planet,1956,98 min.,Fred M. Wilcox,"Walter Pidgeon, Anne Francis, Leslie Nielsen","Action, Adventure, Based-on-Shakespeare",
Spellbound,1945,111 min.,Alfred Hitchcock,"Ingrid Bergman, Gregory Peck, Michael Chekhov","Drama, Film Noir, Medical Drama",
Viridiana,1961,90 min.,Luis Buñuel,"Silvia Pinal, Fransisco Rabal, Fernando Rey","Black Comedy, Comedy Drama, Drama",
Pickup on South Street,1953,80 min.,Samuel Fuller,"Thelma Ritter, Richard Widmark, Jean Peters","Femme Fatale, Film Noir, Political Thriller",
Ali: Fear Eats the Soul,1974,94 min.,Rainer Werner Fassbinder,"Brigitte Mira, El Hedi ben Salem, Barbara Valentin","Drama, Foreign Language Film, Melodrama",
The Raid,2011,101 min.,Gareth Evans,"Iko Uwais, Joe Taslim, Doni Alamsyah","Action Thriller, Action, Foreign Language Film",
A Beautiful Mind,2001,135 min.,Ron Howard,"Russell Crowe, Ed Harris, Jennifer Connelly","Based-on-20th-Century-Literature, Based-on-a-True-Story, Biopic",
Moonlight,2016,110 min.,Barry Jenkins,"Mahershala Ali, Trevante Rhodes, Janelle Monáe","Based-on-Theatre, Coming-of-Age, Drama",
Invasion of the Body Snatchers,1978,115 min.,Philip Kaufman,"Donald Sutherland, Brooke Adams, Veronica Cartwright","Alien Invasion Films, Apocalyptic Film, Based-on-20th-Century-Literature",
Contempt,1963,103 min.,Jean-Luc Godard,"Brigitte Bardot, Michel Piccoli, Jack Palance","Drama, Foreign Language Film, French New Wave",
The 40-Year-Old Virgin,2005,116 min.,Judd Apatow,"Steve Carell, Catherine Keener, Paul Rudd","Comedy, Romance, Romantic Comedy",
Onibaba,1964,103 min.,Kaneto Shindô,"Taiji Tonoyama, Nobuko Otowa, Jitsuko Yoshimura","Costume Horror, Drama, Folk Horror",
The Cranes are Flying,1957,94 min.,Mikhail Kalatozov,"Tatyana Samojlova, Aleksey Batalov, Aleksandr Shvorin","Drama, Foreign Language Film, Melodrama",
Birdman,2014,119 min.,Alejandro González Iñárritu,"Michael Keaton, Zach Galifianakis, Edward Norton","Black Comedy, Comedy Drama, Drama",
Suspicion,1941,99 min.,Alfred Hitchcock,"Cary Grant, Cedric Hardwicke, Nigel Bruce","Based-on-20th-Century-Literature, Film Noir, Mystery",
From Russia with Love,1963,115 min.,Terence Young,"Sean Connery, Pedro Armendáriz, Lotte Lenya","Action Thriller, Action, Adventure",
Down by Law,1986,107 min.,Jim Jarmusch,"Tom Waits, John Lurie, Roberto Benigni","Buddy Film, Comedy, Road Movie",
Independence Day,1996,153 min.,Roland Emmerich,"Will Smith, Bill Pullman, Jeff Goldblum","Action, Alien Invasion Films, Apocalyptic Film",
Giant,1956,201 min.,George Stevens,"Elizabeth Taylor, Rock Hudson, James Dean","Americana, Drama, Romance",
Dr. No,1962,110 min.,Terence Young,"Sean Connery, Joseph Wiseman, Jack Lord","Action Thriller, Action, Adventure",
Dracula,1931,75 min.,Tod Browning,"Bela Lugosi, Helen Chandler, David Manners","Based-on-19th-Century-Literature, Based-on-Theatre, Gothic Film",
Autumn Sonata,1978,99 min.,Ingmar Bergman,"Ingrid Bergman, Liv Ullmann, Lena Nyman","Drama, Family Drama, Foreign Language Film",
"They Shoot Horses, Don't They?",1969,129 min.,Sydney Pollack,"Susannah York, Jane Fonda, Red Buttons","Drama, Melodrama, New Hollywood",
Porco Rosso,1992,94 min.,Hayao Miyazaki,"Shûichirô Moriyama, Tokiko Katô, Sanshi Katsura","Adventure, Animation, Anime",
What We Do in the Shadows,2014,86 min.,"Jemaine Clement, Taika Waititi","Taika Waititi, Jemaine Clement, Jonathan Brugh","Black Comedy, Comedy, Horror Comedy",
Watchmen,2009,162 min.,Zack Snyder,"Malin Akerman, Billy Crudup, Jackie Earle Haley","Action, Based-on-Comics, Cyberpunk / Tech Noir",
The Devil's Backbone,2001,106 min.,Guillermo del Toro,"Marisa Paredes, Eduardo Noriega, Federico Luppi","Foreign Language Film, Ghost Film, Gothic Film",
Spider-Man: No Way Home,2021,148 min.,Jon Watts,"Tom Holland, Benedict Cumberbatch, Alfred Molina","Action, Adventure, Based-on-Comics",
Battle Royale,2000,114 min.,Kinji Fukasaku,"Tatsuya Fujiwara, Chiaki Kuriyama, Aki Maeda","Action Thriller, Action, Dystopian Film",
The Handmaiden,2016,144 min.,Chan-wook Park,"Min-hee Kim, Tae-ri Kim, Jung-woo Ha","Based-on-21st-Century-Literature, Black Comedy, Costume Romance",
Beauty and the Beast,1991,84 min.,"Gary Trousdale, Kirk Wise","Richard White, Jerry Orbach, Angela Lansbury","Animated Musical, Animation, Fairy Tales and Legends",
Skyfall,2012,120 min.,Sam Mendes,"Daniel Craig, Javier Bardem, Judi Dench","Action Thriller, Action, Adventure",
True Grit,2010,110 min.,Joel & Ethan Coen,"Jeff Bridges, Hailee Steinfeld, Matt Damon","Based-on-20th-Century-Literature, Revenge Film, Traditional Western",
Walkabout,1971,100 min.,Nicolas Roeg,"Jenny Agutter, Luc Roeg, David Gulpilil","Adventure Drama, Adventure, Australian New Wave",
The Fly,1986,95 min.,David Cronenberg,"Jeff Goldblum, Geena Davis, John Getz","Based-on-20th-Century-Literature, Body Horror, Horror",
Papillon,1973,150 min.,Franklin J. Schaffner,"Steve McQueen, Dustin Hoffman, E.J. Andre","Adventure Drama, Adventure, Based-on-20th-Century-Literature",
Make Way for Tomorrow,1937,92 min.,Leo McCarey,"Victor Moore, Beulah Bondi, Fay Bainter","Drama, Marriage Drama",
First Blood,1982,94 min.,Ted Kotcheff,"Sylvester Stallone, Richard Crenna, Brian Dennehy","Action Thriller, Action, Adventure Drama",
The City of Lost Children,1995,112 min.,"Marc Caro, Jean-Pierre Jeunet","Ron Perlman, Daniel Emilfork, Judith Vittet","Adventure, Cyberpunk / Tech Noir, Dystopian Film",
Mr. Deeds Goes To Town,1936,115 min.,Frank Capra,"George Bancroft, Gary Cooper, Jean Arthur","Americana, Comedy Drama, Comedy of Manners",
Angels with Dirty Faces,1938,97 min.,Michael Curtiz,"James Cagney, Pat O'Brien, Humphrey Bogart","Crime Drama, Crime, Drama",
Slap Shot,1977,123 min.,George Roy Hill,"Paul Newman, Strother Martin, Jennifer Warren","Comedy, Sports Comedy",
Gremlins,1984,106 min.,Joe Dante,"Zach Galligan, Phoebe Cates, Corey Feldman","Comedy, Holiday Film, Horror Comedy",
Room,2015,118 min.,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Joan Allen","Childhood Drama, Drama, Escape Film",
The Haunting,1963,112 min.,Robert Wise,"Julie Harris, Claire Bloom, Richard Johnson","Based-on-20th-Century-Literature, Ensemble Film, Ghost Film",
Foreign Correspondent,1940,120 min.,Alfred Hitchcock,"Joel McCrea, Laraine Day, Herbert Marshall","Political Thriller, Spy Film, Thriller",
Dune: Part Two,2024,166 min.,Denis Villeneuve,"Timothée Chalamet, Zendaya, Rebecca Ferguson","Action, Adventure Drama, Adventure",
Withnail & I,1987,107 min.,Bruce Robinson,"Richard E. Grant, Richard Griffiths, Ralph Brown","Black Comedy, Buddy Film, Comedy",
Heathers,1988,102 min.,Michael Lehmann,"Winona Ryder, Christian Slater, Shannen Doherty","Black Comedy, Comedy Thriller, Comedy",
Spartacus,1960,184 min.,Stanley Kubrick,"Kirk Douglas, Laurence Olivier, Peter Ustinov","Based-on-20th-Century-Literature, Costume Adventure, Epic",
Hell or High Water,2016,102 min.,David Mackenzie,"Ben Foster, Chris Pine, Jeff Bridges","Caper, Crime Drama, Crime",
The Master,2012,144 min.,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams","Drama, Period Film, Psychological Drama",
Jackie Brown,1997,154 min.,Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster","Based-on-20th-Century-Literature, Crime Drama, Crime Thriller",
Near Dark,1987,94 min.,Kathryn Bigelow,"Adrian Pasdar, Jenny Wright, Lance Henriksen","Chase Movie, Female-Directed Film, Horror",
Dogma,1999,130 min.,Kevin Smith,"Linda Fiorentino, Ben Affleck, Matt Damon","Adventure Comedy, Adventure, Apocalyptic Film",
Fantastic Mr. Fox,2009,87 min.,Wes Anderson,"George Clooney, Bill Murray, Meryl Streep","Adventure Comedy, Adventure, Animation",
Life Is Beautiful,1997,116 min.,Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini","Comedy Drama, Drama, Foreign Language Film",
Trading Places,1983,116 min.,John Landis,"Dan Aykroyd, Eddie Murphy, Jamie Lee Curtis","Comedy of Manners, Comedy, Satire",
Gone with the Wind,1939,238 min.,Victor Fleming,"Vivien Leigh, Clark Gable, Leslie Howard","Epic, Historical Epic, Historical Film",
The Intouchables,2011,112 min.,"Olivier Nakache, Éric Toledano","François Cluzet, Omar Sy, Anne Le Ny","Based-on-a-True-Story, Comedy Drama, Drama",
The Thin Blue Line,1988,103 min.,Errol Morris,"Randall Adams, David Harris, Dale Holt","Biography, Culture and Society, Documentary",
Yi Yi: A One and a Two,2000,173 min.,Edward Yang,"Nien-Jen Wu, Su-Yun Ko, Kelly Lee","Drama, Ensemble Film, Family Drama",
The Iron Giant,1999,86 min.,Brad Bird,"Eli Marienthal, Vin Diesel, Harry Connick Jr.","Animation, Buddy Film, Comedy Drama",
Star Wars: The Force Awakens,2015,135 min.,J.J. Abrams,"Harrison Ford, Daisy Ridley, John Boyega","Action, Adventure, Cyborg / Android / Robot",
Naked,1993,131 min.,Mike Leigh,"Greg Cruttwell, Claire Skinner, David Thewlis","Black Comedy, Drama, Psychological Drama",
(500) Days of Summer,2009,95 min.,Marc Webb,"Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend","Comedy, Romance, Romantic Comedy",
Blow-Up,1966,111 min.,Michelangelo Antonioni,"David Hemmings, Vanessa Redgrave, Sarah Miles","Mindbender, Mystery, Psychological Thriller",
John Wick,2014,96 min.,Chad Stahelski,"Keanu Reeves, Michael Nyqvist, Alfie Allen","Action, Action Thriller, Crime",
Before Sunset,2004,77 min.,Richard Linklater,"Ethan Hawke, Julie Delpy, Vernon Dobtcheff","Comedy Drama, Drama, Reunion Films",
"Crouching Tiger, Hidden Dragon",2000,120 min.,Ang Lee,"Ziyi Zhang, Cheng Pei-Pei, Chow Yun-Fat","Adventure, Based-on-20th-Century-Literature, Costume Romance",
Say Anything...,1989,100 min.,Cameron Crowe,"John Cusack, Ione Skye, John Mahoney","Comedy Drama, Coming-of-Age, Romance",
Baby Driver,2017,115 min.,Edgar Wright,"Ansel Elgort, Lily James, Jamie Foxx","Action Thriller, Action, Caper",
Shrek,2001,90 min.,"Andrew Adamson, Vicky Jenson","Eddie Murphy, Cameron Diaz, Vincent Cassel","Animation, Comedy, Fairy Tales and Legends",
The Diving Bell and the Butterfly,2007,112 min.,Julian Schnabel,"Marie-Josée Croze, Marina Hands, Isaach de Bankolé","Based-on-20th-Century-Literature, Based-on-a-True-Story, Biopic",
In Cold Blood,1967,134 min.,Richard Brooks,"Robert Blake, Scott Wilson, Paul Stewart","Based-on-20th-Century-Literature, Based-on-a-True-Story, Crime Drama",
Smiles of a Summer Night,1955,108 min.,Ingmar Bergman,"Ulla Jacobsson, Eva Dahlbeck, Harriet Andersson","Comedy, Comedy of Manners, Ensemble Film",
"Synecdoche, New York",2008,124 min.,Charlie Kaufman,"Michelle Williams, Catherine Keener, Philip Seymour Hoffman","Drama, Mindbender, Psychological Drama",
The Karate Kid,1984,126 min.,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue","Action, Coming-of-Age, Drama",
Spider-Man 2,2004,127 min.,Sam Raimi,"Tobey Maguire, Kirsten Dunst, James Franco","Action, Based-on-Comics, Science Fiction",
The Player,1992,124 min.,Robert Altman,"Tim Robbins, Whoopi Goldberg, Peter Gallagher","Comedy, Ensemble Film, Satire",
Black Christmas,1974,98 min.,Bob Clark,"Olivia Hussey, Keir Dullea, Margot Kidder","Canuxploitation, Holiday Film, Horror",
Pickpocket,1959,75 min.,Robert Bresson,"Martin Lasalle, Marika Green, Jean Pélégri","Crime, Crime Drama, Drama",
Broadcast News,1987,133 min.,James L. Brooks,"William Hurt, Joan Cusack, Albert Brooks","Comedy Drama, Media Satire, Romance",
Horse Feathers,1932,68 min.,Norman Z. McLeod,"Groucho Marx, Harpo Marx, Chico Marx","Comedy, Pre-Code Hollywood, Sports Comedy",
Unbreakable,2000,106 min.,M. Night Shyamalan,"Bruce Willis, Robin Wright, Charlayne Woodard","Psychological Thriller, Superhero Film, Thriller",
Cat People,1942,73 min.,Jacques Tourneur,"Simone Simon, Kent Smith, Tom Conway","Horror, Mystery, Romance",
Shutter Island,2010,138 min.,Martin Scorsese,"Ben Kingsley, Mark Ruffalo, Max von Sydow","Based-on-21st-Century-Literature, Mindbender, Mystery",
Breaking Away,1979,101 min.,Peter Yates,"Dennis Christopher, Dennis Quaid, Daniel Stern","Comedy Drama, Coming-of-Age, Drama",
True Lies,1994,141 min.,James Cameron,"Jamie Lee Curtis, Bill Paxton, Tia Carrere","Action, Action Comedy, Action Thriller",
The Long Good Friday,1980,114 min.,John Mackenzie,"Bob Hoskins, Dave King, Eddie Constantine","Crime Drama, Crime, Drama",
Boyhood,2014,163 min.,Richard Linklater,"Ellar Coltrane, Ethan Hawke, Patricia Arquette","Childhood Drama, Coming-of-Age, Drama",
Bring Me the Head of Alfredo Garcia,1974,112 min.,Sam Peckinpah,"Warren Oates, Isela Vega, Robert Webber","Action Thriller, Action, Crime Thriller",
The Vanishing,1988,107 min.,George Sluizer,"Bernard-Pierre Donnadieu, Gene Bervoets, Johanna ter Steege","Foreign Language Film, Mystery, Psychological Thriller",
The Spirit of the Beehive,1973,97 min.,Víctor Erice,"Ana Torrent, Fernando Fernán Gómez, Teresa Gimpera","Childhood Drama, Drama, Foreign Language Film",
American Graffiti,1973,110 min.,George Lucas,"Richard Dreyfuss, Ron Howard, Paul Le Mat","Americana, Comedy Drama, Coming-of-Age",
The Earrings of Madame de...,1953,105 min.,Max Ophüls,"Charles Boyer, Danielle Darrieux, Vittorio De Sica","Costume Romance, Drama, Foreign Language Film",
Cabaret,1972,124 min.,Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem","Based-on-Theatre, Drama, Musical Drama",
Dark City,1998,100 min.,Alex Proyas,"Rufus Sewell, William Hurt, Kiefer Sutherland","Cyberpunk / Tech Noir, Dystopian Film, Mindbender",
Gran Torino,2008,116 min.,Clint Eastwood,"Clint Eastwood, Ahney Her, Brian Haley","Drama, Psychological Drama, Urban Drama",
Clue,1985,94 min.,Jonathan Lynn,"Eileen Brennan, Tim Curry, Madeline Kahn","Comedy Thriller, Comedy, Mystery",
Inside Out,2015,94 min.,Pete Docter,"Amy Poehler, Phyllis Smith, Mindy Kaling","Animation, Comedy, Family",
All That Heaven Allows,1955,89 min.,Douglas Sirk,"Jane Wyman, Rock Hudson, Agnes Moorehead","Drama, Melodrama, Romance",
The Day of the Jackal,1973,143 min.,Fred Zinnemann,"Edward Fox, Alan Badel, Michel Auclair","Based-on-20th-Century-Literature, Hitman / Assassin Film, Political Thriller",
From Dusk Till Dawn,1996,108 min.,Robert Rodriguez,"Harvey Keitel, George Clooney, Quentin Tarantino","Action Thriller, Action, Crime Thriller",
300,2007,116 min.,Zack Snyder,"Gerard Butler, Lena Headey, Dominic West","Action, Based-on-Comics, Epic",
Ed Wood,1994,127 min.,Tim Burton,"Martin Landau, Jeffrey Jones, Patricia Arquette","Based-on-20th-Century-Literature, Based-on-a-True-Story, Biopic",
Poltergeist,1982,114 min.,Tobe Hooper,"JoBeth Williams, Craig T. Nelson, Heather O'Rourke","Ghost Film, Haunted House Film, Horror",
My Fair Lady,1964,170 min.,George Cukor,"Audrey Hepburn, Rex Harrison, Gladys Cooper","Based-on-Theatre, Comedy, Musical Comedy",
Back to the Future Part III,1990,118 min.,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen","Comedy Western, Comedy, Hybrid Western",
Superman,1978,143 min.,Richard Donner,"Marlon Brando, Gene Hackman, Christopher Reeve","Action, Adventure, Based-on-Comics",
The Texas Chain Saw Massacre,1974,83 min.,Tobe Hooper,"Marilyn Burns, Jim Siedow, Paul A. Partain","Cannibal Film, Exploitation Film, Horror",
The Hateful Eight,2015,176 min.,Quentin Tarantino,"Samuel L. Jackson, Jennifer Jason Leigh, Kurt Russell","Revisionist Western, Western",
A Man for All Seasons,1966,120 min.,Fred Zinnemann,"Paul Scofield, Wendy Hiller, Robert Shaw","Based-on-Theatre, Courtroom Drama, Drama",
The Pianist,2002,150 min.,Roman Polanski,"Maureen Lipman, Adrien Brody, Frank Finlay","Based-on-a-True-Story, Biopic, Drama",
Adaptation,2002,114 min.,Spike Jonze,"Meryl Streep, Chris Cooper, Nicolas Cage","Based-on-20th-Century-Literature, Black Comedy, Comedy Drama",
Manchester by the Sea,2016,135 min.,Kenneth Lonergan,"Casey Affleck, Lucas Hedges, C.J. Wilson","Drama, Family Drama, Slice of Life",
Pandora's Box,1929,133 min.,Georg Wilhelm Pabst,"Louise Brooks, Fritz Kortner, Francis Lederer","Crime Drama, Crime, Drama",
Waiting for Guffman,1996,84 min.,Christopher Guest,"Fred Willard, Catherine O'Hara, Parker Posey","Comedy, Mockumentary, Showbiz Comedy",
Die Hard 2,1990,124 min.,Renny Harlin,"Bruce Willis, Bonnie Bedelia, William Sadler","Action Thriller, Action, Crime Thriller",
Das Boot,1981,149 min.,Wolfgang Petersen,"Jürgen Prochnow, Herbert Gronemeyer, Klaus Wennemann","Adventure Drama, Adventure, Drama",
MASH,1970,116 min.,Robert Altman,"Donald Sutherland, Elliott Gould, Tom Skerritt","Anti-War Film, Black Comedy, Comedy Drama",
The Return of the Living Dead,1985,91 min.,Dan O'Bannon,"Clu Gulager, James Karen, Don Calfa","Comedy, Horror Comedy, Horror",
Top Gun: Maverick,2022,131 min.,Joseph Kosinski,"Tom Cruise, Jennifer Connelly, Miles Teller","Action, Adventure Drama, Adventure",
The Natural,1984,134 min.,Barry Levinson,"Robert Duvall, Glenn Close, Kim Basinger","Americana, Based-on-20th-Century-Literature, Drama",
The Elephant Man,1980,124 min.,David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft","Based-on-20th-Century-Literature, Based-on-a-True-Story, Biopic",
Faust: A German Folk Legend,1926,116 min.,F.W. Murnau,"Emil Jannings, Gosta Ekman, Camilla Horn","Drama, Fantasy, Foreign Language Film",
The Cabin in the Woods,2012,105 min.,Drew Goddard,"Kristen Connolly, Chris Hemsworth, Richard Jenkins","Black Comedy, Fantasy, Horror Comedy",
Titanic,1997,194 min.,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane","Adventure, Costume Romance, Disaster Film",
Home Alone,1990,103 min.,Chris Columbus,"Macaulay Culkin, Catherine O'Hara, John Heard","Comedy, Domestic Comedy, Family-Oriented Comedy",
Run Lola Run,1998,80 min.,Tom Tykwer,"Franka Potente, Moritz Bleibtreu, Herbert Knaup","Action Thriller, Action, Chase Movie",
Spider-Man: Homecoming,2017,134 min.,Jon Watts,"Tom Holland, Michael Keaton, Marisa Tomei","Action, Based-on-Comics, Cyborg / Android / Robot",
