Title,Release Year,Duration,Director,Main Cast,Genres,Streaming Availability
American Graffiti,1973,110 min.,George Lucas,"Richard Dreyfuss, Ron Howard, Paul Le Mat",,
The Earrings of Madame de...,1953,105 min.,Max Ophüls,"Charles Boyer, Danielle Darrieux, Vittorio De Sica",,
Cabaret,1972,124 min.,Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem",,
Dark City,1998,100 min.,Alex Proyas,"Rufus Sewell, William Hurt, Kiefer Sutherland",,
Gran Torino,2008,116 min.,Clint Eastwood,"Clint Eastwood, Ahney Her, Brian Haley",,
Clue,1985,94 min.,Jonathan Lynn,"Eileen Brennan, Tim Curry, Madeline Kahn",,
Inside Out,2015,94 min.,Pete Docter,"Amy Poehler, Phyllis Smith, Mindy Kaling",,
All That Heaven Allows,1955,89 min.,Douglas Sirk,"Jane Wyman, Rock Hudson, Agnes Moorehead",,
The Day of the Jackal,1973,143 min.,Fred Zinnemann,"Edward Fox, Alan Badel, Michel Auclair",,
From Dusk Till Dawn,1996,108 min.,Robert Rodriguez,"Harvey Keitel, George Clooney, Quentin Tarantino",,
300,2007,116 min.,Zack Snyder,"Gerard Butler, Lena Headey, Dominic West",,
Ed Wood,1994,127 min.,Tim Burton,"Martin Landau, Jeffrey Jones, Patricia Arquette",,
Poltergeist,1982,114 min.,Tobe Hooper,"JoBeth Williams, Craig T. Nelson, Heather O'Rourke",,
My Fair Lady,1964,170 min.,George Cukor,"Audrey Hepburn, Rex Harrison, Gladys Cooper",,
Back to the Future Part III,1990,118 min.,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen",,
Superman,1978,143 min.,Richard Donner,"Marlon Brando, Gene Hackman, Christopher Reeve",,
The Texas Chain Saw Massacre,1974,83 min.,Tobe Hooper,"Marilyn Burns, Jim Siedow, Paul A. Partain",,
The Hateful Eight,2015,176 min.,Quentin Tarantino,"Samuel L. Jackson, Jennifer Jason Leigh, Kurt Russell",,
A Man for All Seasons,1966,120 min.,Fred Zinnemann,"Paul Scofield, Wendy Hiller, Robert Shaw",,
The Pianist,2002,150 min.,Roman Polanski,"Maureen Lipman, Adrien Brody, Frank Finlay",,
Adaptation,2002,114 min.,Spike Jonze,"Meryl Streep, Chris Cooper, Nicolas Cage",,
Manchester by the Sea,2016,135 min.,Kenneth Lonergan,"Casey Affleck, Lucas Hedges, C.J. Wilson",,
Pandora's Box,1929,133 min.,Georg Wilhelm Pabst,"Louise Brooks, Fritz Kortner, Francis Lederer",,
Waiting for Guffman,1996,84 min.,Christopher Guest,"Fred Willard, Catherine O'Hara, Parker Posey",,
Die Hard 2,1990,124 min.,Renny Harlin,"Bruce Willis, Bonnie Bedelia, William Sadler",,
Das Boot,1981,149 min.,Wolfgang Petersen,"Jürgen Prochnow, Herbert Gronemeyer, Klaus Wennemann",,
MASH,1970,116 min.,Robert Altman,"Donald Sutherland, Elliott Gould, Tom Skerritt",,
The Return of the Living Dead,1985,91 min.,Dan O'Bannon,"Clu Gulager, James Karen, Don Calfa",,
Top Gun: Maverick,2022,131 min.,Joseph Kosinski,"Tom Cruise, Jennifer Connelly, Miles Teller",,
The Natural,1984,134 min.,Barry Levinson,"Robert Duvall, Glenn Close, Kim Basinger",,
The Elephant Man,1980,124 min.,David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft",,
Faust: A German Folk Legend,1926,116 min.,F.W. Murnau,"Emil Jannings, Gosta Ekman, Camilla Horn",,
The Cabin in the Woods,2012,105 min.,Drew Goddard,"Kristen Connolly, Chris Hemsworth, Richard Jenkins",,
Titanic,1997,194 min.,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane",,
Home Alone,1990,103 min.,Chris Columbus,"Macaulay Culkin, Catherine O'Hara, John Heard",,
Run Lola Run,1998,80 min.,Tom Tykwer,"Franka Potente, Moritz Bleibtreu, Herbert Knaup",,
Spider-Man: Homecoming,2017,134 min.,Jon Watts,"Tom Holland, Michael Keaton, Marisa Tomei",,
Short Term 12,2013,96 min.,Destin Daniel Cretton,"Brie Larson, John Gallagher Jr., Kaitlyn Dever",,
Moneyball,2011,133 min.,Bennett Miller,"Brad Pitt, Jonah Hill, Robin Wright",,
Top Gun,1986,110 min.,Tony Scott,"Tom Cruise, Val Kilmer, Kelly McGillis",,
Meet Me in St. Louis,1944,113 min.,Vincente Minnelli,"Margaret O'Brien, Lucille Bremer, Tom Drake",,
Deliverance,1972,109 min.,John Boorman,"Jon Voight, Burt Reynolds, Ned Beatty",,
Dead Alive,1992,97 min.,Peter Jackson,"Timothy Balme, Diana Penalver, Elizabeth Moody",,
Winchester '73,1950,92 min.,Anthony Mann,"Dan Duryea, James Stewart, Shelley Winters",,
Big Fish,2003,125 min.,Tim Burton,"Ewan McGregor, Albert Finney, Billy Crudup",,
Vampyr,1932,75 min.,Carl Theodor Dreyer,"Julian West, Maurice Schutz, Rena Mandel",,
Sicario,2015,121 min.,Denis Villeneuve,"Emily Blunt, Josh Brolin, Benicio Del Toro",,
Shane,1953,118 min.,George Stevens,"Alan Ladd, Jean Arthur, Van Heflin",,
The Fighter,2010,114 min.,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams",,
The Nice Guys,2016,116 min.,Shane Black,"Ryan Gosling, Russell Crowe, Angourie Rice",,
Harry Potter and the Sorcerer's Stone,2001,152 min.,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson",,
RoboCop,1987,103 min.,Paul Verhoeven,"Peter Weller, Nancy Allen, Dan O'Herlihy",,
Infernal Affairs,2002,101 min.,"Wai-keung Lau, Alan Mak","Andy Lau, Tony Leung Chiu Wai, Anthony Chau-Sang Wong",,
Mon Oncle,1958,117 min.,Jacques Tati,"Jacques Tati, Jean-Pierre Zola, Adrienne Servantie",,
Point Blank,1967,92 min.,John Boorman,"Lee Marvin, Angie Dickinson, Keenan Wynn",,
Beverly Hills Cop,1984,105 min.,Martin Brest,"Eddie Murphy, Judge Reinhold, John Ashton",,
A Fish Called Wanda,1988,108 min.,Charles Crichton,"John Cleese, Jamie Lee Curtis, Kevin Kline",,
The Revenant,2015,156 min.,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson",,
Juno,2007,96 min.,Jason Reitman,"Elliot Page, Michael Cera, Jennifer Garner",,
Harry Potter and the Deathly Hallows: Part 2,2011,130 min.,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson",,
Planet of the Apes,1968,112 min.,Franklin J. Schaffner,"Charlton Heston, Roddy McDowall, Kim Hunter",,
Assault on Precinct 13,1976,91 min.,John Carpenter,"Austin Stoker, Darwin Joston, Gil Rankin",,
Dune,2021,155 min.,Denis Villeneuve,"Timothée Chalamet, Rebecca Ferguson, Stellan Skarsgård",,
The Public Enemy,1931,83 min.,William A. Wellman,"James Cagney, Jean Harlow, Edward Woods",,
Better Off Dead,1985,97 min.,Savage Steve Holland,"John Cusack, David Ogden Stiers, Demian Slade",,
Monty Python's The Meaning of Life,1983,107 min.,Terry Jones,"Graham Chapman, John Cleese, Eric Idle",,
Lady Bird,2017,93 min.,Greta Gerwig,"Saoirse Ronan, Laurie Metcalf, Tracy Letts",,
Fast Times at Ridgemont High,1982,90 min.,Amy Heckerling,"Sean Penn, Jennifer Jason Leigh, Judge Reinhold",,
X2,2003,133 min.,Bryan Singer,"Hugh Jackman, Halle Berry, Patrick Stewart",,
